CUST_ID,ANNUAL_INCOME,RESIDENTIAL_STATE,AGE,SURVEY_DATE,Payment,Payment_from_food,Payment_from_hotel,Payment_from_spa,profit,profit_from_food,profit_from_hotel,days_hotel21,days_hotel31,days_hotel11,days_or_number_FD2,days_or_number_ROOM1,days_or_number_ROOM3,days_or_number_FD3,days_or_number_ROOM2,days_or_number_FD4,days_or_number_SPA1,days_or_number_SPA3,days_or_number_ROOM4,days_or_number_LOUNG,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,count_bookings,book_to_pay,book_to_check,corporate_percent,interstate,Indicator Test
C_2206,208000,SA,52,19/10/2018,7340,0,6940,400,4600,230,4370,9,4,0,0,4,0,0,0,0,0,1,9,0,2,1,1,1,2,3,3,2,21.33333333,14,0.333333333,1,1
C_5328,97000,NSW,30,8/01/2019,7335,935,6400,0,3600,400,3200,40,0,0,14,40,0,13,0,0,0,0,0,0,0,20,20,0,0,0,0,20,9,7,1,1,#N/A
C_4489,99000,ACT,32,1/11/2018,7325,205,5520,1600,3895,1015,2880,14,1,12,0,15,0,4,12,1,0,4,0,0,3,4,4,5,4,4,3,3,25,14,0,1,#N/A
C_1212,263000,QLD,53,21/09/2018,7280,680,6600,0,4195,345,3850,0,11,0,0,0,0,9,0,11,0,0,11,0,2,1,1,1,2,2,2,1,25,14,0,0,0
C_6525,94000,VIC,42,21/08/2018,7260,260,7000,0,4635,135,4500,10,0,0,0,0,0,3,0,5,0,0,10,0,1,2,2,2,1,1,1,1,24,14,0.333333333,0.666666667,1
C_7325,76000,ACT,32,19/01/2019,7260,0,7200,60,4230,30,4200,0,12,0,0,0,0,0,0,0,1,0,12,0,2,2,2,1,1,2,2,1,26,14,0,1,0
C_8860,154000,VIC,38,9/02/2019,7250,1170,6080,0,3630,590,3040,0,0,38,7,38,0,11,0,20,0,0,0,0,6,6,6,5,5,5,5,2,32.71428571,14,0,1,#N/A
C_9028,121000,NSW,44,27/03/2019,7250,250,7000,0,4315,115,4200,14,0,0,7,0,14,0,0,3,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_8031,73000,QLD,40,9/11/2018,7180,0,7000,180,4590,90,4500,10,0,0,0,0,0,0,0,0,3,0,10,0,1,1,1,1,2,2,2,1,24,14,0,0.5,1
C_9323,150000,QLD,39,21/09/2018,7130,730,6000,400,4055,555,3500,0,10,0,10,0,0,9,0,3,0,1,10,0,1,1,1,1,2,2,2,1,24,14,0,0,0
C_5657,82000,NSW,25,8/01/2019,7120,1040,6080,0,3480,440,3040,38,0,0,20,38,0,12,0,0,0,0,0,0,0,19,19,0,0,0,0,19,9,7,1,1,#N/A
C_2213,46000,NT,31,16/08/2018,7110,450,6420,240,3980,320,3660,0,0,21,0,12,9,10,0,0,4,0,0,0,3,3,2,3,4,3,3,2,24.5,14,0,1,#N/A
C_4481,172000,ACT,38,28/09/2018,7095,495,6600,0,4070,220,3850,0,11,0,0,0,0,11,0,0,0,0,11,0,2,1,1,1,2,2,2,1,25,14,0,1,0
C_2675,63000,ACT,35,28/09/2018,7090,490,6600,0,4060,210,3850,0,11,0,7,0,0,7,0,0,0,0,11,0,2,1,1,1,2,2,2,1,25,14,0,1,0
C_9593,68000,NSW,21,8/01/2019,7080,1320,5760,0,3440,560,2880,36,0,0,24,36,0,16,0,0,0,0,0,0,0,18,18,0,0,0,0,18,9,7,1,1,#N/A
C_1362,135000,WA,41,6/05/2019,7075,75,7000,0,4530,30,4500,0,0,10,3,0,0,0,0,0,0,0,10,0,2,2,2,1,1,1,1,1,24,14,0,1,1
C_4571,209000,WA,51,12/04/2019,7075,475,6600,0,4085,235,3850,0,11,0,3,0,0,5,0,7,0,0,11,0,2,1,1,1,2,2,2,1,25,14,0,1,0
C_8902,200000,VIC,41,12/01/2019,7075,415,6600,60,4075,225,3850,0,11,0,8,0,0,2,0,5,1,0,11,0,2,2,1,1,1,2,2,1,25,14,0,1,0
C_6804,141000,ACT,50,6/07/2018,7060,460,6600,0,4080,230,3850,0,11,0,5,0,0,3,0,8,0,0,11,0,2,1,1,1,2,2,2,1,25,14,0,1,0
C_8585,72000,VIC,21,11/07/2018,7055,1055,5600,400,3540,740,2800,0,0,35,19,35,0,4,0,16,0,1,0,0,5,5,5,5,5,5,5,2,32.57142857,14,0,1,#N/A
C_6729,41000,VIC,18,18/04/2019,7050,810,6240,0,3480,360,3120,18,21,0,0,39,0,18,0,0,0,0,0,0,6,6,6,5,5,5,6,2,33.5,14,0.25,0.75,#N/A
C_9814,90000,ACT,30,28/09/2018,7045,445,6600,0,4040,190,3850,0,11,0,7,0,0,6,0,0,0,0,11,0,2,1,1,1,2,2,2,1,25,14,0,1,0
C_3049,172000,SA,54,6/07/2018,7040,640,6000,400,4020,520,3500,0,10,0,9,0,0,7,0,4,0,1,10,0,1,1,1,1,2,2,2,1,24,14,0,1,0
C_4559,72000,NSW,28,15/09/2018,6990,790,6200,0,3690,340,3350,0,11,15,10,10,0,12,15,0,0,0,1,0,4,4,3,4,3,4,4,3,25,14,0,0.833333333,1
C_7516,124000,NSW,47,25/08/2018,6980,200,6780,0,3640,100,3540,18,0,15,4,18,0,0,15,4,0,0,0,0,5,5,4,4,4,6,5,2,30.5,14,0.25,0.75,#N/A
C_6999,184000,QLD,41,10/01/2019,6955,355,6600,0,4030,180,3850,0,11,0,1,0,0,4,0,6,0,0,11,0,1,1,1,2,2,2,2,1,25,14,0,0,0
C_9897,57000,QLD,40,21/09/2018,6945,345,6600,0,4000,150,3850,0,11,0,3,0,0,6,0,0,0,0,11,0,2,1,1,1,2,2,2,1,25,14,0,0,0
C_7244,184000,WA,48,7/01/2019,6870,470,6000,400,3930,430,3500,0,10,0,8,0,0,6,0,0,0,1,10,0,2,2,2,1,1,1,1,1,24,14,0,1,0
C_5594,129000,VIC,52,11/02/2019,6860,600,5460,800,3690,750,2940,0,21,0,0,0,0,10,21,6,0,2,0,0,3,3,3,3,3,3,3,1,35,14,0,1,#N/A
C_6589,70000,NSW,21,6/04/2019,6855,475,5180,1200,3575,915,2660,0,7,21,12,21,0,0,7,7,0,3,0,0,4,4,4,4,4,4,4,2,29.4,14,0,0.8,#N/A
C_4763,182000,SA,40,28/09/2018,6850,650,5400,800,3920,770,3150,0,9,0,9,0,0,5,0,8,0,2,9,0,1,1,1,1,2,2,1,1,23,14,0,1,0
C_3201,58000,TAS,29,19/01/2019,6825,325,6500,0,4095,195,3900,0,0,13,0,0,13,0,0,13,0,0,0,0,2,2,2,2,1,2,2,1,27,14,0,1,#N/A
C_4468,81000,NSW,27,8/01/2019,6800,1040,5760,0,3320,440,2880,36,0,0,20,36,0,12,0,0,0,0,0,0,0,18,18,0,0,0,0,18,9,7,1,1,#N/A
C_3138,72000,VIC,35,24/09/2018,6770,650,4520,1600,3635,1275,2360,2,19,1,0,12,0,5,10,17,0,4,0,0,3,4,5,3,3,2,2,4,20,14,0.111111111,0.888888889,#N/A
C_3749,65000,QLD,33,11/08/2018,6735,1055,5620,60,3480,540,2940,14,0,13,5,14,0,14,13,12,1,0,0,0,5,4,4,3,3,4,4,3,24.25,14,0,0.375,#N/A
C_8343,165000,NT,44,28/09/2018,6725,325,6000,400,3895,395,3500,0,10,0,6,0,0,0,0,7,0,1,10,0,1,1,1,1,2,2,2,1,24,14,0,1,0
C_5067,146000,ACT,31,6/07/2018,6690,90,6600,0,3890,40,3850,0,11,0,0,0,0,2,0,0,0,0,11,0,2,1,1,1,2,2,2,1,25,14,0,1,0
C_8612,101000,WA,50,25/12/2018,6685,685,6000,0,3825,325,3500,0,10,0,6,0,0,8,0,7,0,0,10,0,1,2,2,2,1,1,1,1,24,14,0,1,0
C_3543,103000,SA,31,28/09/2018,6675,75,6600,0,3885,35,3850,0,11,0,2,0,0,0,0,1,0,0,11,0,2,1,1,1,2,2,2,1,25,14,0,1,0
C_8373,72000,WA,32,3/12/2018,6675,175,6500,0,3970,70,3900,0,13,0,7,0,13,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,27,14,0,1,#N/A
C_4182,60000,QLD,49,21/09/2018,6670,470,5400,800,3810,660,3150,0,9,0,8,0,0,6,0,0,0,2,9,0,1,1,1,1,2,2,1,1,23,14,0,0,0
C_7440,63000,NSW,21,8/01/2019,6645,885,5760,0,3260,380,2880,36,0,0,12,36,0,13,0,0,0,0,0,0,0,18,18,0,0,0,0,18,9,7,1,1,#N/A
C_7612,149000,TAS,36,8/11/2018,6610,350,6260,0,3440,180,3260,0,31,0,6,18,0,0,13,8,0,0,0,0,4,4,4,5,5,5,4,2,29,14,0,1,#N/A
C_1238,177000,SA,46,19/08/2018,6595,675,5120,800,3390,830,2560,14,18,0,7,32,0,0,0,20,0,2,0,0,4,4,5,5,5,5,4,2,30,14,0.166666667,1,#N/A
C_1392,81000,NSW,47,30/10/2018,6555,435,5720,400,3515,435,3080,0,6,16,0,0,0,8,22,3,0,1,0,0,2,3,4,4,3,3,3,3,22,14,0,0.666666667,#N/A
C_3052,81000,SA,25,9/06/2019,6550,50,6500,0,3930,30,3900,0,13,0,0,0,13,0,0,2,0,0,0,0,2,2,2,2,2,1,2,1,27,14,0,1,#N/A
C_8002,161000,QLD,46,9/01/2019,6540,540,6000,0,3730,230,3500,0,10,0,9,0,0,7,0,0,0,0,10,0,1,1,2,2,2,1,1,1,24,14,0,0,0
C_2291,82000,ACT,33,8/11/2018,6525,1025,5440,60,3310,590,2720,34,0,0,11,34,0,0,0,30,1,0,0,0,4,4,4,6,6,5,5,3,25,14,0,1,#N/A
C_4973,201000,NT,50,14/01/2019,6520,120,6000,400,3795,295,3500,0,10,0,0,0,0,1,0,3,0,1,10,0,2,2,2,1,1,1,1,1,24,14,0,1,0
C_7335,164000,WA,46,8/05/2019,6515,635,4680,1200,3500,980,2520,0,0,18,0,0,0,13,18,2,0,3,0,0,2,2,3,3,3,3,2,1,32,14,0,1,#N/A
C_5049,90000,VIC,60,16/12/2018,6500,0,6500,0,3900,0,3900,13,0,0,0,0,13,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,27,14,0,0,#N/A
C_7376,248000,QLD,50,21/09/2018,6485,285,5400,800,3760,610,3150,0,9,0,0,0,0,3,0,6,0,2,9,0,1,1,1,1,2,2,1,1,23,14,0,0,0
C_1699,210000,VIC,42,10/01/2019,6465,465,6000,0,3730,230,3500,0,10,0,0,0,0,7,0,6,0,0,10,0,1,1,1,2,2,2,1,1,24,14,0,1,0
C_3522,192000,VIC,60,17/11/2018,6455,475,5980,0,3440,220,3220,14,9,0,13,0,0,0,23,6,0,0,0,0,3,3,3,3,3,4,4,2,26,14,0,0.8,#N/A
C_1761,91000,TAS,43,12/04/2019,6435,235,5400,800,3730,580,3150,0,9,0,0,0,0,3,0,4,0,2,9,0,1,1,1,1,2,2,1,1,23,14,0,1,0
C_9623,57000,ACT,43,28/09/2018,6405,605,5400,400,3680,530,3150,0,9,0,0,0,0,9,0,8,0,1,9,0,1,1,1,1,2,2,1,1,23,14,0,1,0
C_6376,89000,NT,26,6/06/2019,6400,400,6000,0,3790,190,3600,0,0,12,10,0,12,0,0,6,0,0,0,0,2,1,1,2,2,2,2,1,26,14,0,1,#N/A
C_6324,154000,NSW,55,30/01/2019,6305,845,5460,0,3360,420,2940,0,0,21,9,0,0,6,21,14,0,0,0,0,3,3,3,3,3,3,3,1,35,14,0.25,0.75,#N/A
C_7665,142000,TAS,35,11/01/2019,6240,1040,5200,0,3255,455,2800,20,0,0,10,0,0,17,20,1,0,0,0,0,3,3,3,2,3,3,3,1,34,14,0,1,#N/A
C_4778,55000,QLD,37,21/09/2018,6235,235,6000,0,3620,120,3500,0,10,0,0,0,0,3,0,4,0,0,10,0,1,1,1,1,2,2,2,1,24,14,0,0,0
C_9085,114000,TAS,49,6/07/2018,6235,435,5400,400,3585,435,3150,0,9,0,0,0,0,8,0,3,0,1,9,0,1,1,1,1,2,2,1,1,23,14,0,1,0
C_9103,106000,VIC,29,1/09/2018,6235,75,3760,2400,3705,1425,2280,0,0,10,0,6,0,0,0,3,0,6,4,0,2,2,2,1,0,1,2,2,18.8,14,0,1,1
C_8102,48000,NT,31,18/01/2019,6210,930,5280,0,3090,450,2640,15,18,0,16,33,0,4,0,14,0,0,0,0,5,4,4,4,5,5,6,2,31,14,0,1,#N/A
C_1011,90000,TAS,21,16/08/2018,6195,1255,4940,0,3200,540,2660,0,19,0,16,0,0,19,19,0,0,0,0,0,3,2,2,3,3,3,3,1,33,14,0,1,#N/A
C_9440,171000,ACT,38,17/01/2019,6175,175,6000,0,3590,90,3500,0,10,0,3,0,0,0,0,4,0,0,10,0,1,1,1,2,2,2,1,1,24,14,0,1,0
C_3330,66000,VIC,44,24/10/2018,6165,165,6000,0,3685,85,3600,0,12,0,0,0,12,2,0,3,0,0,0,0,1,1,2,2,2,2,2,1,26,14,0,1,#N/A
C_4671,118000,QLD,39,29/06/2018,6165,365,5400,400,3560,410,3150,0,9,0,5,0,0,2,0,6,0,1,9,0,1,1,1,1,2,2,1,1,23,14,0,0,0
C_5430,176000,TAS,42,12/04/2019,6135,535,4800,800,3505,705,2800,0,8,0,4,0,0,8,0,3,0,2,8,0,1,1,1,1,2,1,1,1,22,14,0,1,0
C_5992,57000,VIC,37,29/06/2018,6095,95,6000,0,3540,40,3500,0,10,0,2,0,0,1,0,0,0,0,10,0,1,1,1,1,2,2,2,1,24,14,0,1,0
C_3750,98000,WA,49,20/12/2018,6070,350,5720,0,3220,140,3080,0,15,7,14,0,0,0,22,0,0,0,0,0,3,3,3,4,3,3,3,2,26.33333333,14,0,1,#N/A
C_2801,163000,ACT,47,11/04/2019,6050,590,5460,0,3225,285,2940,0,5,16,4,0,0,7,21,7,0,0,0,0,3,2,3,4,3,3,3,2,24.5,14,0,1,#N/A
C_8566,198000,VIC,54,29/06/2018,6050,250,5400,400,3485,335,3150,0,9,0,9,0,0,0,0,1,0,1,9,0,1,1,1,1,2,2,1,1,23,14,0,1,0
C_2142,122000,TAS,43,21/12/2018,6035,675,5360,0,3410,330,3080,0,20,0,15,16,0,0,0,12,0,0,4,0,2,2,3,3,4,4,2,2,27,14,0,1,1
C_7509,64000,ACT,27,9/06/2019,6035,1095,4940,0,3185,525,2660,0,19,0,4,0,0,16,19,11,0,0,0,0,3,3,3,3,2,2,3,1,33,14,0,1,#N/A
C_3177,47000,WA,32,25/05/2019,6030,1330,4640,60,3130,650,2480,3,0,16,16,3,0,14,16,12,1,0,0,0,3,2,2,3,3,3,3,2,24.42857143,14,0,1,#N/A
C_8368,1000,TAS,19,24/11/2018,6015,515,5500,0,3560,260,3300,0,11,0,0,0,11,7,0,8,0,0,0,0,2,2,1,1,1,2,2,1,25,14,0,1,#N/A
C_3932,236000,TAS,59,8/05/2019,6005,785,4420,800,3250,870,2380,0,0,17,1,0,0,8,17,16,0,2,0,0,2,2,3,3,3,2,2,1,31,14,0,1,#N/A
C_8702,0,SA,18,21/11/2018,6000,800,5200,0,3190,390,2800,0,20,0,18,0,0,0,20,14,0,0,0,0,3,2,3,3,3,3,3,1,34,14,0,1,#N/A
C_9026,97000,SA,30,8/12/2018,5985,225,5760,0,3155,115,3040,16,0,10,4,10,0,0,16,5,0,0,0,0,4,4,3,3,3,4,5,2,27,14,0.25,1,#N/A
C_8107,158000,VIC,40,21/09/2018,5960,560,5400,0,3395,245,3150,0,9,0,7,0,0,8,0,1,0,0,9,0,1,1,1,1,2,2,1,1,23,14,0,1,0
C_7797,60000,NT,19,14/11/2018,5935,75,5860,0,3375,35,3340,6,0,11,2,0,6,0,11,1,0,0,0,0,3,2,2,2,2,3,3,2,23.75,14,0,1,#N/A
C_5946,138000,WA,31,21/09/2018,5930,530,5400,0,3385,235,3150,0,9,0,4,0,0,9,0,1,0,0,9,0,1,1,1,1,2,2,1,1,23,14,0,1,0
C_9937,127000,WA,38,12/04/2019,5885,485,5400,0,3390,240,3150,0,9,0,6,0,0,3,0,8,0,0,9,0,1,1,1,1,2,2,1,1,23,14,0,1,0
C_5391,68000,SA,38,23/09/2018,5860,500,4160,1200,3155,915,2240,0,0,16,15,0,0,0,16,5,0,3,0,0,3,2,2,2,2,2,3,1,30,14,0,1,#N/A
C_3163,130000,NSW,37,12/06/2019,5840,240,5600,0,3700,100,3600,8,0,0,6,0,0,2,0,0,0,0,8,0,1,1,2,1,1,1,1,1,22,14,0,1,1
C_7005,108000,WA,37,29/06/2018,5840,440,5400,0,3375,225,3150,0,9,0,5,0,0,2,0,9,0,0,9,0,1,1,1,1,2,2,1,1,23,14,0,1,0
C_8096,167000,QLD,39,3/08/2018,5840,0,5840,0,3510,0,3510,0,0,14,0,0,0,0,9,0,0,0,5,0,2,2,1,1,2,3,3,3,18.66666667,14,0,1,1
C_2195,90000,WA,23,25/12/2018,5830,1670,3360,800,2930,1250,1680,0,21,0,13,21,0,21,0,16,0,2,0,0,3,3,3,3,3,3,3,1,35,14,0,1,#N/A
C_6271,58000,VIC,39,21/09/2018,5830,430,5400,0,3335,185,3150,0,9,0,9,0,0,4,0,1,0,0,9,0,1,1,1,1,2,2,1,1,23,14,0,1,0
C_4698,81000,VIC,51,13/12/2018,5800,1120,4680,0,3000,480,2520,0,0,18,16,0,0,16,18,0,0,0,0,0,2,2,2,3,3,3,3,1,32,14,0,1,#N/A
C_4252,89000,VIC,26,3/01/2019,5795,995,4800,0,2920,520,2400,19,0,11,0,30,0,11,0,20,0,0,0,0,4,3,3,5,5,5,5,2,28.2,14,0,0.8,#N/A
C_8520,172000,WA,53,27/02/2019,5795,1135,4660,0,2935,555,2380,0,21,5,7,21,0,13,5,15,0,0,0,0,3,3,4,4,4,4,4,2,28.14285714,14,0,1,#N/A
C_4451,90000,QLD,41,29/06/2018,5750,350,5400,0,3320,170,3150,0,9,0,8,0,0,0,0,6,0,0,9,0,1,1,1,1,2,2,1,1,23,14,0,0,0
C_4987,99000,WA,33,21/09/2018,5745,225,5400,120,3340,190,3150,0,9,0,1,0,0,0,0,8,2,0,9,0,1,1,1,1,2,2,1,1,23,14,0,1,0
C_5782,54000,QLD,31,8/11/2018,5740,1060,4680,0,3050,530,2520,0,18,0,10,0,0,8,18,18,0,0,0,0,2,2,2,3,3,3,3,1,32,14,0,0,#N/A
C_3831,0,SA,18,16/11/2018,5700,100,5600,0,3640,40,3600,0,8,0,4,0,0,0,0,0,0,0,8,0,1,1,1,1,2,1,1,1,22,14,0,1,1
C_6469,79000,TAS,19,20/10/2018,5700,0,4900,800,3610,460,3150,7,0,0,0,0,0,0,0,0,0,2,7,0,1,1,1,1,1,1,1,1,21,14,0,1,1
C_3134,174000,SA,50,29/04/2019,5695,195,5500,0,3410,110,3300,0,0,11,0,0,11,1,0,6,0,0,0,0,2,2,2,2,1,1,1,1,25,14,0,1,#N/A
C_5187,71000,QLD,44,2/02/2019,5695,175,4320,1200,2920,760,2160,0,0,27,7,27,0,0,0,0,0,3,0,0,4,4,4,4,4,4,3,2,27.5,14,0,0.5,#N/A
C_2486,127000,VIC,38,27/07/2018,5685,325,3760,1600,3160,1080,2080,4,0,11,0,11,4,5,0,4,0,4,0,0,3,1,1,1,3,3,3,2,22.2,14,0,0.8,#N/A
C_5223,186000,TAS,60,30/09/2018,5675,95,3980,1600,3200,960,2240,0,15,0,2,8,0,1,5,0,0,4,2,0,3,2,1,1,2,2,4,3,19,14,0.166666667,1,1
C_7027,78000,WA,43,19/01/2019,5655,375,5280,0,3235,195,3040,0,8,8,6,8,8,0,0,9,0,0,0,0,2,2,2,2,2,4,2,2,22,14,0.2,1,#N/A
C_1329,50000,WA,32,19/11/2018,5630,950,4680,0,2930,410,2520,0,0,18,18,0,0,10,18,2,0,0,0,0,3,3,3,3,2,2,2,1,32,14,0,1,#N/A
C_1516,67000,SA,21,17/11/2018,5605,405,5200,0,2980,180,2800,0,0,20,0,0,0,9,20,0,0,0,0,0,3,3,3,3,2,3,3,1,34,14,0,1,#N/A
C_2251,193000,VIC,46,1/11/2018,5600,0,5600,0,3600,0,3600,0,0,8,0,0,0,0,0,0,0,0,8,0,1,1,1,2,1,1,1,1,22,14,0,1,1
C_7874,0,VIC,18,23/11/2018,5600,0,5600,0,3600,0,3600,0,8,0,0,0,0,0,0,0,0,0,8,0,1,1,1,1,2,1,1,1,22,14,0,1,1
C_4314,84000,VIC,41,5/04/2019,5590,390,4800,400,3230,430,2800,0,8,0,4,0,0,2,0,8,0,1,8,0,1,1,1,1,2,1,1,1,22,14,0,1,0
C_9073,62000,WA,31,29/06/2018,5580,180,5400,0,3230,80,3150,0,9,0,0,0,0,4,0,0,0,0,9,0,1,1,1,1,2,2,1,1,23,14,0,1,0
C_2098,75000,VIC,30,29/06/2018,5575,175,5400,0,3245,95,3150,0,9,0,2,0,0,0,0,5,0,0,9,0,1,1,1,1,2,2,1,1,23,14,0,1,0
C_4995,111000,TAS,34,9/08/2018,5530,530,5000,0,3265,265,3000,0,10,0,5,0,10,4,0,9,0,0,0,0,1,1,1,2,2,2,1,1,24,14,0,1,#N/A
C_1889,172000,QLD,44,13/01/2019,5525,325,5200,0,2935,135,2800,20,0,0,12,0,0,0,20,1,0,0,0,0,3,3,3,3,3,2,3,1,34,14,0,0.333333333,#N/A
C_8118,67000,QLD,43,21/09/2018,5525,125,5400,0,3210,60,3150,0,9,0,3,0,0,0,0,2,0,0,9,0,1,1,1,1,2,2,1,1,23,14,0,0,0
C_1009,36000,SA,23,15/11/2018,5515,75,5440,0,3150,30,3120,9,8,0,3,9,8,0,0,0,0,0,0,0,2,3,3,3,2,2,2,2,22.66666667,14,0,1,#N/A
C_8384,140000,SA,36,21/06/2019,5515,315,5200,0,2975,175,2800,20,0,0,0,0,0,2,20,9,0,0,0,0,3,3,3,2,3,3,3,1,34,14,0,1,#N/A
C_6606,65000,QLD,34,23/01/2019,5505,725,3980,800,2865,845,2020,0,20,3,10,20,0,0,3,19,0,2,0,0,3,2,4,3,4,4,3,3,23.28571429,14,0,0.285714286,#N/A
C_7778,182000,NSW,51,9/05/2019,5500,0,5500,0,3300,0,3300,0,0,11,0,0,11,0,0,0,0,0,0,0,1,1,1,2,2,2,2,1,25,14,0,0,#N/A
C_5450,98000,QLD,42,19/05/2019,5485,25,5460,0,2950,10,2940,21,0,0,1,0,0,0,21,0,0,0,0,0,3,3,3,3,3,3,3,1,35,14,0,0.5,#N/A
C_1859,3000,TAS,19,18/11/2018,5480,540,4940,0,2900,240,2660,0,19,0,0,0,0,12,19,0,0,0,0,0,3,3,3,3,2,2,3,1,33,14,0,1,#N/A
C_8935,56000,NT,24,25/03/2019,5465,1045,4420,0,2895,515,2380,0,0,17,0,0,0,16,17,13,0,0,0,0,3,3,3,2,2,2,2,1,31,14,0,1,#N/A
C_6793,104000,SA,51,15/10/2018,5455,595,4460,400,2865,525,2340,10,11,0,4,10,0,6,11,9,0,1,0,0,4,4,3,3,2,2,3,2,24.5,14,0,1,#N/A
C_7175,33000,SA,23,20/09/2018,5430,750,4680,0,2885,365,2520,18,0,0,17,0,0,0,18,13,0,0,0,0,2,2,2,3,3,3,3,1,32,14,0,1,#N/A
C_3386,147000,NT,47,6/10/2018,5385,565,4820,0,2815,275,2540,6,0,16,10,9,0,2,13,9,0,0,0,0,4,3,3,2,2,4,4,3,21.71428571,14,0,1,#N/A
C_7063,111000,QLD,43,7/03/2019,5380,300,4680,400,2930,410,2520,0,18,0,0,0,0,0,18,12,0,1,0,0,2,2,2,3,3,3,3,1,32,14,0.333333333,0,#N/A
C_3079,85000,WA,38,14/07/2018,5340,500,3640,1200,2895,935,1960,14,0,0,11,0,0,0,14,9,0,3,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_9330,190000,SA,58,30/06/2018,5330,350,4860,120,2900,240,2660,11,6,2,6,8,3,0,8,8,2,0,0,0,4,3,2,3,2,2,3,4,19.625,14,0,1,#N/A
C_8200,152000,ACT,44,1/01/2019,5310,510,4800,0,3020,220,2800,0,8,0,6,0,0,8,0,0,0,0,8,0,1,2,1,1,1,1,1,1,22,14,0,1,0
C_5906,25000,NT,18,29/10/2018,5295,875,4420,0,2750,370,2380,17,0,0,17,0,0,10,17,0,0,0,0,0,3,3,3,2,2,2,2,1,31,14,0,1,#N/A
C_1244,202000,WA,58,16/01/2019,5290,350,4940,0,2810,150,2660,0,0,19,12,0,0,0,19,2,0,0,0,0,2,2,3,3,3,3,3,1,33,14,0,1,#N/A
C_3948,78000,WA,21,31/03/2019,5290,170,4880,240,2765,205,2560,0,0,23,2,11,0,1,12,3,4,0,0,0,4,4,3,2,3,3,4,2,25.33333333,14,0,1,#N/A
C_9743,60000,TAS,34,9/03/2019,5275,855,4420,0,2815,435,2380,0,17,0,10,0,0,4,17,17,0,0,0,0,3,2,2,2,2,3,3,1,31,14,0,1,#N/A
C_1045,59000,VIC,31,24/10/2018,5265,325,4940,0,2855,195,2660,19,0,0,0,0,0,0,19,13,0,0,0,0,2,2,3,3,3,3,3,1,33,14,0,0.5,#N/A
C_2218,87000,WA,45,29/12/2018,5250,450,4800,0,3000,200,2800,0,8,0,7,0,0,5,0,2,0,0,8,0,1,1,1,1,1,2,1,1,22,14,0,1,0
C_4843,86000,NT,30,31/01/2019,5250,50,5200,0,2830,30,2800,0,0,20,0,0,0,0,20,2,0,0,0,0,3,3,2,3,3,3,3,1,34,14,0,1,#N/A
C_8226,89000,VIC,59,10/11/2018,5245,345,4900,0,2715,175,2540,7,9,9,5,16,0,1,9,7,0,0,0,0,3,3,3,3,4,5,4,3,22.71428571,14,0,0.857142857,#N/A
C_7319,187000,SA,52,19/07/2018,5230,350,4760,120,2805,225,2580,0,2,21,9,21,0,0,0,5,2,0,2,0,3,3,2,3,3,4,5,3,23.14285714,14,0,1,1
C_8330,85000,TAS,40,7/10/2018,5205,225,3380,1600,2830,1010,1820,13,0,0,9,0,0,0,13,0,0,4,0,0,2,2,2,2,2,1,2,1,27,14,0,1,#N/A
C_4601,178000,NSW,48,10/01/2019,5200,520,4680,0,2755,235,2520,18,0,0,14,0,0,1,18,5,0,0,0,0,2,2,2,3,3,3,3,1,32,14,0,1,#N/A
C_8574,188000,SA,47,16/08/2018,5175,275,4900,0,3285,135,3150,0,0,7,6,0,0,0,0,5,0,0,7,0,1,1,1,1,1,1,1,1,21,14,0.333333333,1,1
C_1721,68000,QLD,32,21/09/2018,5170,250,4800,120,2975,175,2800,0,8,0,7,0,0,0,0,3,2,0,8,0,1,1,1,1,2,1,1,1,22,14,0,0,0
C_9769,186000,SA,40,5/07/2019,5170,370,4800,0,2975,175,2800,0,8,0,1,0,0,6,0,3,0,0,8,0,1,1,1,1,2,1,1,1,22,14,0,1,0
C_4580,76000,QLD,24,9/08/2018,5150,210,4940,0,2750,90,2660,19,0,0,3,0,0,3,19,0,0,0,0,0,3,2,2,3,3,3,3,1,33,14,0,0.333333333,#N/A
C_4665,79000,VIC,31,5/04/2019,5140,340,4800,0,2960,160,2800,0,8,0,6,0,0,2,0,4,0,0,8,0,1,1,1,1,2,1,1,1,22,14,0,1,0
C_2144,88000,WA,21,10/07/2018,5135,275,4860,0,2855,165,2690,0,1,16,0,0,0,0,16,11,0,0,1,0,2,4,3,2,2,2,2,2,25,14,0,1,1
C_5965,55000,NSW,20,29/03/2019,5125,325,3200,1600,2715,1115,1600,0,0,20,0,20,0,0,0,13,0,4,0,0,3,3,3,2,3,3,3,1,34,14,0,0.666666667,#N/A
C_8583,66000,TAS,22,16/11/2018,5125,965,4160,0,2675,435,2240,16,0,0,12,0,0,12,16,5,0,0,0,0,2,2,2,2,3,3,2,1,30,14,0,1,#N/A
C_2522,85000,NT,35,11/06/2019,5120,280,3640,1200,2790,830,1960,0,14,0,0,0,0,4,14,4,0,3,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
