CUST_ID,HOTEL_ID,BOOKING_ID,SERVICE_ID,TXN_DATE,BOOK_DATE,CHECK_IN_DATE,CHECK_OUT_DATE,CHECK_IN_DAY,CHECK_OUT_DAY,QUANTITY,PAYMENT,CORPORATE_FLAG,DESCRIPTION,COST_TO_HOTEL,AGE,SURVEY_DATE,ANNUAL_INCOME,RESIDENTIAL_STATE,STATE,CITY,NO_OF_ROOMS,STANDARD_ROOM,DELUXE_ROOM,FAMILY_ROOM,CLUB_SUITE,COST_TOTAL,PROFIT,PROFIT_MARGIN,LEAD_TIME,DUMMY
C_4515,11,B2272,ROOM1,2/04/2019,27/02/2019,13/03/2019,2/04/2019,4,3,20,3200,N,Standard room per night,80,23,27/07/2018,51000,ACT,NSW,Sydney City,84,64,10,5,5,1600,1600,0.50,14,1
C_4515,31,B2272,FD3,2/04/2019,27/02/2019,#N/A,#N/A,#N/A,#N/A,17,765,N,Dinner,25,23,27/07/2018,51000,ACT,QLD,Gold Coast,110,30,30,40,10,425,340,0.44,#N/A,1
C_4515,31,B2271,SPA1,21/12/2018,18/11/2018,#N/A,#N/A,#N/A,#N/A,4,240,N,Deluxe Spa Service,30,23,27/07/2018,51000,ACT,QLD,Gold Coast,110,30,30,40,10,120,120,0.50,#N/A,1
C_4515,31,B2272,FD2,2/04/2019,27/02/2019,#N/A,#N/A,#N/A,#N/A,17,425,N,Breakfast,15,23,27/07/2018,51000,ACT,QLD,Gold Coast,110,30,30,40,10,255,170,0.40,#N/A,1
C_4515,31,B2271,FD3,21/12/2018,18/11/2018,#N/A,#N/A,#N/A,#N/A,12,540,N,Dinner,25,23,27/07/2018,51000,ACT,QLD,Gold Coast,110,30,30,40,10,300,240,0.44,#N/A,1
C_4515,31,B2270,FD4,11/08/2018,13/07/2018,#N/A,#N/A,#N/A,#N/A,5,125,N,Bar and beverage package,10,23,27/07/2018,51000,ACT,QLD,Gold Coast,110,30,30,40,10,50,75,0.60,#N/A,1
C_4515,31,B2270,SPA3,11/08/2018,13/07/2018,#N/A,#N/A,#N/A,#N/A,1,400,N,All Day Spa Service,170,23,27/07/2018,51000,ACT,QLD,Gold Coast,110,30,30,40,10,170,230,0.58,#N/A,1
C_4519,11,B1844,ROOM1,20/05/2019,29/04/2019,13/05/2019,20/05/2019,2,2,7,1120,N,Standard room per night,80,54,13/05/2019,174000,QLD,NSW,Sydney City,84,64,10,5,5,560,560,0.50,14,1
C_4519,31,B1844,FD4,20/05/2019,29/04/2019,#N/A,#N/A,#N/A,#N/A,7,175,N,Bar and beverage package,10,54,13/05/2019,174000,QLD,QLD,Gold Coast,110,30,30,40,10,70,105,0.60,#N/A,1
C_4519,31,B1844,SPA3,20/05/2019,29/04/2019,#N/A,#N/A,#N/A,#N/A,1,400,N,All Day Spa Service,170,54,13/05/2019,174000,QLD,QLD,Gold Coast,110,30,30,40,10,170,230,0.58,#N/A,1
C_4559,31,B1841,ROOM4,16/09/2018,1/09/2018,15/09/2018,16/09/2018,7,1,1,700,N,Family room per night,250,28,15/09/2018,72000,NSW,QLD,Gold Coast,110,30,30,40,10,250,450,0.64,14,1
C_4559,11,B1842,ROOM2,28/12/2018,29/11/2018,13/12/2018,28/12/2018,5,6,15,3900,N,Deluxe room per night,120,28,15/09/2018,72000,NSW,NSW,Sydney City,84,64,10,5,5,1800,2100,0.54,14,1
C_4559,31,B1843,ROOM1,29/05/2019,5/05/2019,19/05/2019,29/05/2019,1,4,10,1600,N,Standard room per night,80,28,15/09/2018,72000,NSW,QLD,Gold Coast,110,30,30,40,10,800,800,0.50,14,1
C_4559,31,B1842,FD2,28/12/2018,29/11/2018,#N/A,#N/A,#N/A,#N/A,8,200,N,Breakfast,15,28,15/09/2018,72000,NSW,QLD,Gold Coast,110,30,30,40,10,120,80,0.40,#N/A,1
C_4559,31,B1843,FD2,29/05/2019,5/05/2019,#N/A,#N/A,#N/A,#N/A,2,50,N,Breakfast,15,28,15/09/2018,72000,NSW,QLD,Gold Coast,110,30,30,40,10,30,20,0.40,#N/A,1
C_4559,31,B1842,FD3,28/12/2018,29/11/2018,#N/A,#N/A,#N/A,#N/A,12,540,N,Dinner,25,28,15/09/2018,72000,NSW,QLD,Gold Coast,110,30,30,40,10,300,240,0.44,#N/A,1
C_4563,21,B2540,ROOM1,21/10/2018,18/09/2018,2/10/2018,21/10/2018,3,1,19,3040,N,Standard room per night,80,42,2/10/2018,97000,TAS,VIC,Melbourne City,65,40,15,5,5,1520,1520,0.50,14,1
C_4563,31,B2541,ROOM4,15/12/2018,16/11/2018,30/11/2018,15/12/2018,6,7,15,10500,N,Family room per night,250,42,2/10/2018,97000,TAS,QLD,Gold Coast,110,30,30,40,10,3750,6750,0.64,14,1
C_4563,21,B2542,ROOM4,26/04/2019,8/04/2019,22/04/2019,26/04/2019,2,6,4,2800,N,Family room per night,250,42,2/10/2018,97000,TAS,VIC,Melbourne City,65,40,15,5,5,1000,1800,0.64,14,1
C_4563,31,B2541,FD4,15/12/2018,16/11/2018,#N/A,#N/A,#N/A,#N/A,2,50,N,Bar and beverage package,10,42,2/10/2018,97000,TAS,QLD,Gold Coast,110,30,30,40,10,20,30,0.60,#N/A,1
C_4563,31,B2540,FD2,21/10/2018,18/09/2018,#N/A,#N/A,#N/A,#N/A,2,50,N,Breakfast,15,42,2/10/2018,97000,TAS,QLD,Gold Coast,110,30,30,40,10,30,20,0.40,#N/A,1
C_4563,31,B2541,FD2,15/12/2018,16/11/2018,#N/A,#N/A,#N/A,#N/A,8,200,N,Breakfast,15,42,2/10/2018,97000,TAS,QLD,Gold Coast,110,30,30,40,10,120,80,0.40,#N/A,1
C_4563,31,B2542,FD4,26/04/2019,8/04/2019,#N/A,#N/A,#N/A,#N/A,4,100,N,Bar and beverage package,10,42,2/10/2018,97000,TAS,QLD,Gold Coast,110,30,30,40,10,40,60,0.60,#N/A,1
C_4563,31,B2541,SPA1,15/12/2018,16/11/2018,#N/A,#N/A,#N/A,#N/A,1,60,N,Deluxe Spa Service,30,42,2/10/2018,97000,TAS,QLD,Gold Coast,110,30,30,40,10,30,30,0.50,#N/A,1
C_4571,31,B1579,ROOM4,23/04/2019,29/03/2019,12/04/2019,23/04/2019,6,3,11,6600,N,Family room per night,250,51,12/04/2019,209000,WA,QLD,Gold Coast,110,30,30,40,10,2750,3850,0.58,14,1
C_4571,31,B1579,FD3,23/04/2019,29/03/2019,#N/A,#N/A,#N/A,#N/A,5,225,N,Dinner,25,51,12/04/2019,209000,WA,QLD,Gold Coast,110,30,30,40,10,125,100,0.44,#N/A,1
C_4571,31,B1579,FD4,23/04/2019,29/03/2019,#N/A,#N/A,#N/A,#N/A,7,175,N,Bar and beverage package,10,51,12/04/2019,209000,WA,QLD,Gold Coast,110,30,30,40,10,70,105,0.60,#N/A,1
C_4571,31,B1579,FD2,23/04/2019,29/03/2019,#N/A,#N/A,#N/A,#N/A,3,75,N,Breakfast,15,51,12/04/2019,209000,WA,QLD,Gold Coast,110,30,30,40,10,45,30,0.40,#N/A,1
C_4580,21,B2232,ROOM2,28/08/2018,26/07/2018,9/08/2018,28/08/2018,5,3,19,4940,N,Deluxe room per night,120,24,9/08/2018,76000,QLD,VIC,Melbourne City,65,40,15,5,5,2280,2660,0.54,14,1
C_4580,31,B2232,FD3,28/08/2018,26/07/2018,#N/A,#N/A,#N/A,#N/A,3,135,N,Dinner,25,24,9/08/2018,76000,QLD,QLD,Gold Coast,110,30,30,40,10,75,60,0.44,#N/A,1
C_4580,31,B2232,FD2,28/08/2018,26/07/2018,#N/A,#N/A,#N/A,#N/A,3,75,N,Breakfast,15,24,9/08/2018,76000,QLD,QLD,Gold Coast,110,30,30,40,10,45,30,0.40,#N/A,1
C_4596,31,B1591,ROOM3,29/11/2018,2/11/2018,16/11/2018,29/11/2018,6,5,13,6500,N,Club suite per night,200,19,16/11/2018,3000,NSW,QLD,Gold Coast,110,30,30,40,10,2600,3900,0.60,14,1
C_4596,31,B1591,FD2,29/11/2018,2/11/2018,#N/A,#N/A,#N/A,#N/A,13,325,N,Breakfast,15,19,16/11/2018,3000,NSW,QLD,Gold Coast,110,30,30,40,10,195,130,0.40,#N/A,1
C_4596,31,B1591,FD4,29/11/2018,2/11/2018,#N/A,#N/A,#N/A,#N/A,9,225,N,Bar and beverage package,10,19,16/11/2018,3000,NSW,QLD,Gold Coast,110,30,30,40,10,90,135,0.60,#N/A,1
C_4596,31,B1591,FD3,29/11/2018,2/11/2018,#N/A,#N/A,#N/A,#N/A,9,405,N,Dinner,25,19,16/11/2018,3000,NSW,QLD,Gold Coast,110,30,30,40,10,225,180,0.44,#N/A,1
C_4601,21,B1927,ROOM2,28/01/2019,27/12/2018,10/01/2019,28/01/2019,5,2,18,4680,N,Deluxe room per night,120,48,10/01/2019,178000,NSW,VIC,Melbourne City,65,40,15,5,5,2160,2520,0.54,14,1
C_4601,31,B1927,FD4,28/01/2019,27/12/2018,#N/A,#N/A,#N/A,#N/A,5,125,N,Bar and beverage package,10,48,10/01/2019,178000,NSW,QLD,Gold Coast,110,30,30,40,10,50,75,0.60,#N/A,1
C_4601,31,B1927,FD3,28/01/2019,27/12/2018,#N/A,#N/A,#N/A,#N/A,1,45,N,Dinner,25,48,10/01/2019,178000,NSW,QLD,Gold Coast,110,30,30,40,10,25,20,0.44,#N/A,1
C_4601,31,B1927,FD2,28/01/2019,27/12/2018,#N/A,#N/A,#N/A,#N/A,14,350,N,Breakfast,15,48,10/01/2019,178000,NSW,QLD,Gold Coast,110,30,30,40,10,210,140,0.40,#N/A,1
C_4611,11,B2401,ROOM2,2/05/2019,10/04/2019,24/04/2019,2/05/2019,4,5,8,2080,Y,Deluxe room per night,120,49,24/04/2019,134000,WA,NSW,Sydney City,84,64,10,5,5,960,1120,0.54,14,1
C_4611,31,B2401,SPA3,2/05/2019,10/04/2019,#N/A,#N/A,#N/A,#N/A,3,1200,N,All Day Spa Service,170,49,24/04/2019,134000,WA,QLD,Gold Coast,110,30,30,40,10,510,690,0.58,#N/A,1
C_4631,31,B1601,ROOM1,27/11/2018,4/11/2018,18/11/2018,27/11/2018,1,3,9,1440,N,Standard room per night,80,19,18/11/2018,4000,NSW,QLD,Gold Coast,110,30,30,40,10,720,720,0.50,14,1
C_4631,31,B1601,FD4,27/11/2018,4/11/2018,#N/A,#N/A,#N/A,#N/A,5,125,N,Bar and beverage package,10,19,18/11/2018,4000,NSW,QLD,Gold Coast,110,30,30,40,10,50,75,0.60,#N/A,1
C_4635,11,B1741,ROOM1,28/12/2018,11/12/2018,25/12/2018,28/12/2018,3,6,3,480,N,Standard room per night,80,55,25/12/2018,161000,NT,NSW,Sydney City,84,64,10,5,5,240,240,0.50,14,1
C_4635,31,B1741,FD2,28/12/2018,11/12/2018,#N/A,#N/A,#N/A,#N/A,3,75,N,Breakfast,15,55,25/12/2018,161000,NT,QLD,Gold Coast,110,30,30,40,10,45,30,0.40,#N/A,1
C_4653,31,B2661,ROOM1,21/11/2018,3/11/2018,17/11/2018,21/11/2018,7,4,4,640,N,Standard room per night,80,60,17/11/2018,140000,NT,QLD,Gold Coast,110,30,30,40,10,320,320,0.50,14,1
C_4653,31,B2661,FD4,21/11/2018,3/11/2018,#N/A,#N/A,#N/A,#N/A,3,75,N,Bar and beverage package,10,60,17/11/2018,140000,NT,QLD,Gold Coast,110,30,30,40,10,30,45,0.60,#N/A,1
C_4665,31,B1565,ROOM4,13/04/2019,22/03/2019,5/04/2019,13/04/2019,6,7,8,4800,N,Family room per night,250,31,5/04/2019,79000,VIC,QLD,Gold Coast,110,30,30,40,10,2000,2800,0.58,14,1
C_4665,31,B1565,FD4,13/04/2019,22/03/2019,#N/A,#N/A,#N/A,#N/A,4,100,N,Bar and beverage package,10,31,5/04/2019,79000,VIC,QLD,Gold Coast,110,30,30,40,10,40,60,0.60,#N/A,1
C_4665,31,B1565,FD3,13/04/2019,22/03/2019,#N/A,#N/A,#N/A,#N/A,2,90,N,Dinner,25,31,5/04/2019,79000,VIC,QLD,Gold Coast,110,30,30,40,10,50,40,0.44,#N/A,1
C_4665,31,B1565,FD2,13/04/2019,22/03/2019,#N/A,#N/A,#N/A,#N/A,6,150,N,Breakfast,15,31,5/04/2019,79000,VIC,QLD,Gold Coast,110,30,30,40,10,90,60,0.40,#N/A,1
C_4671,31,B1479,ROOM4,8/07/2018,15/06/2018,29/06/2018,8/07/2018,6,1,9,5400,N,Family room per night,250,39,29/06/2018,118000,QLD,QLD,Gold Coast,110,30,30,40,10,2250,3150,0.58,14,1
C_4671,31,B1479,SPA3,8/07/2018,15/06/2018,#N/A,#N/A,#N/A,#N/A,1,400,N,All Day Spa Service,170,39,29/06/2018,118000,QLD,QLD,Gold Coast,110,30,30,40,10,170,230,0.58,#N/A,1
C_4671,31,B1479,FD4,8/07/2018,15/06/2018,#N/A,#N/A,#N/A,#N/A,6,150,N,Bar and beverage package,10,39,29/06/2018,118000,QLD,QLD,Gold Coast,110,30,30,40,10,60,90,0.60,#N/A,1
C_4671,31,B1479,FD3,8/07/2018,15/06/2018,#N/A,#N/A,#N/A,#N/A,2,90,N,Dinner,25,39,29/06/2018,118000,QLD,QLD,Gold Coast,110,30,30,40,10,50,40,0.44,#N/A,1
C_4671,31,B1479,FD2,8/07/2018,15/06/2018,#N/A,#N/A,#N/A,#N/A,5,125,N,Breakfast,15,39,29/06/2018,118000,QLD,QLD,Gold Coast,110,30,30,40,10,75,50,0.40,#N/A,1
C_4674,21,B1897,ROOM2,18/01/2019,1/01/2019,15/01/2019,18/01/2019,3,6,3,780,N,Deluxe room per night,120,43,15/01/2019,66000,VIC,VIC,Melbourne City,65,40,15,5,5,360,420,0.54,14,1
C_4674,21,B1898,ROOM2,7/07/2019,3/06/2019,17/06/2019,7/07/2019,2,1,20,5200,N,Deluxe room per night,120,43,15/01/2019,66000,VIC,VIC,Melbourne City,65,40,15,5,5,2400,2800,0.54,14,1
C_4674,31,B1898,FD2,7/07/2019,3/06/2019,#N/A,#N/A,#N/A,#N/A,16,400,N,Breakfast,15,43,15/01/2019,66000,VIC,QLD,Gold Coast,110,30,30,40,10,240,160,0.40,#N/A,1
C_4674,31,B1898,FD4,7/07/2019,3/06/2019,#N/A,#N/A,#N/A,#N/A,11,275,N,Bar and beverage package,10,43,15/01/2019,66000,VIC,QLD,Gold Coast,110,30,30,40,10,110,165,0.60,#N/A,1
C_4674,31,B1898,FD3,7/07/2019,3/06/2019,#N/A,#N/A,#N/A,#N/A,16,720,N,Dinner,25,43,15/01/2019,66000,VIC,QLD,Gold Coast,110,30,30,40,10,400,320,0.44,#N/A,1
C_4675,21,B1748,ROOM2,7/03/2019,10/02/2019,24/02/2019,7/03/2019,1,5,11,2860,N,Deluxe room per night,120,28,24/02/2019,58000,NSW,VIC,Melbourne City,65,40,15,5,5,1320,1540,0.54,14,1
C_4675,31,B1748,FD4,7/03/2019,10/02/2019,#N/A,#N/A,#N/A,#N/A,6,150,N,Bar and beverage package,10,28,24/02/2019,58000,NSW,QLD,Gold Coast,110,30,30,40,10,60,90,0.60,#N/A,1
C_4675,31,B1748,SPA3,7/03/2019,10/02/2019,#N/A,#N/A,#N/A,#N/A,3,1200,N,All Day Spa Service,170,28,24/02/2019,58000,NSW,QLD,Gold Coast,110,30,30,40,10,510,690,0.58,#N/A,1
C_4676,31,B2528,ROOM1,8/07/2019,7/06/2019,21/06/2019,8/07/2019,6,2,17,2720,N,Standard room per night,80,39,21/06/2019,141000,NSW,QLD,Gold Coast,110,30,30,40,10,1360,1360,0.50,14,1
C_4676,31,B2528,FD2,8/07/2019,7/06/2019,#N/A,#N/A,#N/A,#N/A,14,350,N,Breakfast,15,39,21/06/2019,141000,NSW,QLD,Gold Coast,110,30,30,40,10,210,140,0.40,#N/A,1
C_4676,31,B2528,FD4,8/07/2019,7/06/2019,#N/A,#N/A,#N/A,#N/A,3,75,N,Bar and beverage package,10,39,21/06/2019,141000,NSW,QLD,Gold Coast,110,30,30,40,10,30,45,0.60,#N/A,1
C_4685,11,B1928,ROOM3,26/08/2018,24/07/2018,7/08/2018,26/08/2018,3,1,19,9500,N,Club suite per night,200,55,7/08/2018,110000,NSW,NSW,Sydney City,84,64,10,5,5,3800,5700,0.60,14,1
C_4685,31,B1928,FD3,26/08/2018,24/07/2018,#N/A,#N/A,#N/A,#N/A,1,45,N,Dinner,25,55,7/08/2018,110000,NSW,QLD,Gold Coast,110,30,30,40,10,25,20,0.44,#N/A,1
C_4685,31,B1928,FD2,26/08/2018,24/07/2018,#N/A,#N/A,#N/A,#N/A,6,150,N,Breakfast,15,55,7/08/2018,110000,NSW,QLD,Gold Coast,110,30,30,40,10,90,60,0.40,#N/A,1
C_4694,31,B2331,ROOM1,12/05/2019,25/04/2019,9/05/2019,12/05/2019,5,1,3,480,N,Standard room per night,80,58,9/05/2019,142000,SA,QLD,Gold Coast,110,30,30,40,10,240,240,0.50,14,1
C_4694,31,B2331,FD2,12/05/2019,25/04/2019,#N/A,#N/A,#N/A,#N/A,3,75,N,Breakfast,15,58,9/05/2019,142000,SA,QLD,Gold Coast,110,30,30,40,10,45,30,0.40,#N/A,1
C_4694,31,B2331,FD4,12/05/2019,25/04/2019,#N/A,#N/A,#N/A,#N/A,1,25,N,Bar and beverage package,10,58,9/05/2019,142000,SA,QLD,Gold Coast,110,30,30,40,10,10,15,0.60,#N/A,1
C_4698,11,B2080,ROOM2,31/12/2018,29/11/2018,13/12/2018,31/12/2018,5,2,18,4680,N,Deluxe room per night,120,51,13/12/2018,81000,VIC,NSW,Sydney City,84,64,10,5,5,2160,2520,0.54,14,1
C_4698,31,B2080,FD2,31/12/2018,29/11/2018,#N/A,#N/A,#N/A,#N/A,16,400,N,Breakfast,15,51,13/12/2018,81000,VIC,QLD,Gold Coast,110,30,30,40,10,240,160,0.40,#N/A,1
C_4698,31,B2080,FD3,31/12/2018,29/11/2018,#N/A,#N/A,#N/A,#N/A,16,720,N,Dinner,25,51,13/12/2018,81000,VIC,QLD,Gold Coast,110,30,30,40,10,400,320,0.44,#N/A,1
C_4750,31,B1914,ROOM2,11/06/2019,23/05/2019,6/06/2019,11/06/2019,5,3,5,1300,N,Deluxe room per night,120,60,6/06/2019,253000,NT,QLD,Gold Coast,110,30,30,40,10,600,700,0.54,14,1
C_4755,31,B1522,ROOM4,12/10/2018,14/09/2018,28/09/2018,12/10/2018,6,6,14,8400,N,Family room per night,250,42,28/09/2018,149000,ACT,QLD,Gold Coast,110,30,30,40,10,3500,4900,0.58,14,1
C_4755,31,B1522,FD2,12/10/2018,14/09/2018,#N/A,#N/A,#N/A,#N/A,13,325,N,Breakfast,15,42,28/09/2018,149000,ACT,QLD,Gold Coast,110,30,30,40,10,195,130,0.40,#N/A,1
C_4755,31,B1522,FD3,12/10/2018,14/09/2018,#N/A,#N/A,#N/A,#N/A,3,135,N,Dinner,25,42,28/09/2018,149000,ACT,QLD,Gold Coast,110,30,30,40,10,75,60,0.44,#N/A,1
C_4763,31,B1489,ROOM4,7/10/2018,14/09/2018,28/09/2018,7/10/2018,6,1,9,5400,N,Family room per night,250,40,28/09/2018,182000,SA,QLD,Gold Coast,110,30,30,40,10,2250,3150,0.58,14,1
C_4763,31,B1489,FD2,7/10/2018,14/09/2018,#N/A,#N/A,#N/A,#N/A,9,225,N,Breakfast,15,40,28/09/2018,182000,SA,QLD,Gold Coast,110,30,30,40,10,135,90,0.40,#N/A,1
C_4763,31,B1489,SPA3,7/10/2018,14/09/2018,#N/A,#N/A,#N/A,#N/A,2,800,N,All Day Spa Service,170,40,28/09/2018,182000,SA,QLD,Gold Coast,110,30,30,40,10,340,460,0.58,#N/A,1
C_4763,31,B1489,FD4,7/10/2018,14/09/2018,#N/A,#N/A,#N/A,#N/A,8,200,N,Bar and beverage package,10,40,28/09/2018,182000,SA,QLD,Gold Coast,110,30,30,40,10,80,120,0.60,#N/A,1
C_4763,31,B1489,FD3,7/10/2018,14/09/2018,#N/A,#N/A,#N/A,#N/A,5,225,N,Dinner,25,40,28/09/2018,182000,SA,QLD,Gold Coast,110,30,30,40,10,125,100,0.44,#N/A,1
C_4778,31,B1491,ROOM4,1/10/2018,7/09/2018,21/09/2018,1/10/2018,6,2,10,6000,N,Family room per night,250,37,21/09/2018,55000,QLD,QLD,Gold Coast,110,30,30,40,10,2500,3500,0.58,14,1
C_4778,31,B1491,FD3,1/10/2018,7/09/2018,#N/A,#N/A,#N/A,#N/A,3,135,N,Dinner,25,37,21/09/2018,55000,QLD,QLD,Gold Coast,110,30,30,40,10,75,60,0.44,#N/A,1
C_4778,31,B1491,FD4,1/10/2018,7/09/2018,#N/A,#N/A,#N/A,#N/A,4,100,N,Bar and beverage package,10,37,21/09/2018,55000,QLD,QLD,Gold Coast,110,30,30,40,10,40,60,0.60,#N/A,1
C_4780,21,B2637,ROOM1,25/10/2018,6/10/2018,20/10/2018,25/10/2018,7,5,5,800,N,Standard room per night,80,58,20/10/2018,230000,TAS,VIC,Melbourne City,65,40,15,5,5,400,400,0.50,14,1
C_4780,31,B2637,FD4,25/10/2018,6/10/2018,#N/A,#N/A,#N/A,#N/A,2,50,N,Bar and beverage package,10,58,20/10/2018,230000,TAS,QLD,Gold Coast,110,30,30,40,10,20,30,0.60,#N/A,1
C_4780,31,B2637,FD3,25/10/2018,6/10/2018,#N/A,#N/A,#N/A,#N/A,1,45,N,Dinner,25,58,20/10/2018,230000,TAS,QLD,Gold Coast,110,30,30,40,10,25,20,0.44,#N/A,1
C_4793,31,B1521,ROOM4,11/10/2018,14/09/2018,28/09/2018,11/10/2018,6,5,13,7800,N,Family room per night,250,52,28/09/2018,201000,ACT,QLD,Gold Coast,110,30,30,40,10,3250,4550,0.58,14,1
C_4793,31,B1521,FD3,11/10/2018,14/09/2018,#N/A,#N/A,#N/A,#N/A,3,135,N,Dinner,25,52,28/09/2018,201000,ACT,QLD,Gold Coast,110,30,30,40,10,75,60,0.44,#N/A,1
C_4802,21,B1749,ROOM1,17/07/2018,2/07/2018,16/07/2018,17/07/2018,2,3,1,160,N,Standard room per night,80,40,16/07/2018,170000,SA,VIC,Melbourne City,65,40,15,5,5,80,80,0.50,14,1
C_4802,31,B1750,ROOM1,1/01/2019,27/11/2018,11/12/2018,1/01/2019,3,3,21,3360,N,Standard room per night,80,40,16/07/2018,170000,SA,QLD,Gold Coast,110,30,30,40,10,1680,1680,0.50,14,1
C_4802,31,B1751,ROOM2,6/06/2019,8/05/2019,22/05/2019,6/06/2019,4,5,15,3900,N,Deluxe room per night,120,40,16/07/2018,170000,SA,QLD,Gold Coast,110,30,30,40,10,1800,2100,0.54,14,1
C_4802,21,B1752,ROOM1,4/07/2019,13/06/2019,27/06/2019,4/07/2019,5,5,7,1120,N,Standard room per night,80,40,16/07/2018,170000,SA,VIC,Melbourne City,65,40,15,5,5,560,560,0.50,14,1
C_4802,31,B1751,FD2,6/06/2019,8/05/2019,#N/A,#N/A,#N/A,#N/A,13,325,N,Breakfast,15,40,16/07/2018,170000,SA,QLD,Gold Coast,110,30,30,40,10,195,130,0.40,#N/A,1
C_4802,31,B1750,FD4,1/01/2019,27/11/2018,#N/A,#N/A,#N/A,#N/A,4,100,N,Bar and beverage package,10,40,16/07/2018,170000,SA,QLD,Gold Coast,110,30,30,40,10,40,60,0.60,#N/A,1
C_4802,31,B1749,SPA3,17/07/2018,2/07/2018,#N/A,#N/A,#N/A,#N/A,2,800,N,All Day Spa Service,170,40,16/07/2018,170000,SA,QLD,Gold Coast,110,30,30,40,10,340,460,0.58,#N/A,1
C_4802,31,B1751,FD4,6/06/2019,8/05/2019,#N/A,#N/A,#N/A,#N/A,12,300,N,Bar and beverage package,10,40,16/07/2018,170000,SA,QLD,Gold Coast,110,30,30,40,10,120,180,0.60,#N/A,1
C_4802,31,B1751,FD3,6/06/2019,8/05/2019,#N/A,#N/A,#N/A,#N/A,4,180,N,Dinner,25,40,16/07/2018,170000,SA,QLD,Gold Coast,110,30,30,40,10,100,80,0.44,#N/A,1
C_4813,21,B2049,ROOM2,14/10/2018,16/09/2018,30/09/2018,14/10/2018,1,1,14,3640,N,Deluxe room per night,120,50,30/09/2018,105000,SA,VIC,Melbourne City,65,40,15,5,5,1680,1960,0.54,14,1
C_4843,11,B1948,ROOM2,20/02/2019,17/01/2019,31/01/2019,20/02/2019,5,4,20,5200,N,Deluxe room per night,120,30,31/01/2019,86000,NT,NSW,Sydney City,84,64,10,5,5,2400,2800,0.54,14,1
C_4843,31,B1948,FD4,20/02/2019,17/01/2019,#N/A,#N/A,#N/A,#N/A,2,50,N,Bar and beverage package,10,30,31/01/2019,86000,NT,QLD,Gold Coast,110,30,30,40,10,20,30,0.60,#N/A,1
C_4849,21,B2620,ROOM2,8/12/2018,23/11/2018,7/12/2018,8/12/2018,6,7,1,260,N,Deluxe room per night,120,33,7/12/2018,57000,TAS,VIC,Melbourne City,65,40,15,5,5,120,140,0.54,14,1
C_4849,31,B2620,FD3,8/12/2018,23/11/2018,#N/A,#N/A,#N/A,#N/A,1,45,N,Dinner,25,33,7/12/2018,57000,TAS,QLD,Gold Coast,110,30,30,40,10,25,20,0.44,#N/A,1
C_4851,11,B2163,ROOM1,8/12/2018,23/11/2018,7/12/2018,8/12/2018,6,7,1,160,N,Standard room per night,80,18,7/12/2018,72000,QLD,NSW,Sydney City,84,64,10,5,5,80,80,0.50,14,1
C_4851,31,B2164,ROOM1,3/01/2019,9/12/2018,23/12/2018,3/01/2019,1,5,11,1760,N,Standard room per night,80,18,7/12/2018,72000,QLD,QLD,Gold Coast,110,30,30,40,10,880,880,0.50,14,1
C_4851,31,B2164,SPA3,3/01/2019,9/12/2018,#N/A,#N/A,#N/A,#N/A,3,1200,N,All Day Spa Service,170,18,7/12/2018,72000,QLD,QLD,Gold Coast,110,30,30,40,10,510,690,0.58,#N/A,1
C_4851,31,B2163,SPA3,8/12/2018,23/11/2018,#N/A,#N/A,#N/A,#N/A,3,1200,N,All Day Spa Service,170,18,7/12/2018,72000,QLD,QLD,Gold Coast,110,30,30,40,10,510,690,0.58,#N/A,1
C_4851,31,B2164,FD2,3/01/2019,9/12/2018,#N/A,#N/A,#N/A,#N/A,8,200,N,Breakfast,15,18,7/12/2018,72000,QLD,QLD,Gold Coast,110,30,30,40,10,120,80,0.40,#N/A,1
C_4860,21,B1829,ROOM3,21/03/2019,14/02/2019,28/02/2019,21/03/2019,5,5,21,10500,N,Club suite per night,200,25,28/02/2019,39000,ACT,VIC,Melbourne City,65,40,15,5,5,4200,6300,0.60,14,1
C_4860,31,B1829,FD2,21/03/2019,14/02/2019,#N/A,#N/A,#N/A,#N/A,16,400,N,Breakfast,15,25,28/02/2019,39000,ACT,QLD,Gold Coast,110,30,30,40,10,240,160,0.40,#N/A,1
C_4860,31,B1829,FD3,21/03/2019,14/02/2019,#N/A,#N/A,#N/A,#N/A,3,135,N,Dinner,25,25,28/02/2019,39000,ACT,QLD,Gold Coast,110,30,30,40,10,75,60,0.44,#N/A,1
C_4865,31,B1776,ROOM1,22/01/2019,28/12/2018,11/01/2019,22/01/2019,6,3,11,1760,N,Standard room per night,80,51,11/01/2019,158000,ACT,QLD,Gold Coast,110,30,30,40,10,880,880,0.50,14,1
C_4865,31,B1777,ROOM4,13/06/2019,14/05/2019,28/05/2019,13/06/2019,3,5,16,11200,Y,Family room per night,250,51,11/01/2019,158000,ACT,QLD,Gold Coast,110,30,30,40,10,4000,7200,0.64,14,1
C_4865,31,B1776,FD4,22/01/2019,28/12/2018,#N/A,#N/A,#N/A,#N/A,2,50,N,Bar and beverage package,10,51,11/01/2019,158000,ACT,QLD,Gold Coast,110,30,30,40,10,20,30,0.60,#N/A,1
